,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3,cluster,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
497,Peru Antonio Regalado Diaz El Huyacan La Palma,Big Shoulders Coffee,Medium-Light,United States,Cajamarca,Peru,6.17,93,June 2019,"Floral-toned, richly sweet. Wisteria, toffee, lime zest, frankincense, apricot in aroma and cup. Bittersweet structure with confident, citrusy acidity; delicate, silky mouthfeel. The crisp finish consolidates to notes of toffee and lime zest with undertones of frankincense.","Produced by Antonio Regalado Diaz at El Huyacan La Palma Farm from trees of the Bourbon, Typica, and Caturra varieties of Arabica and processed by the washed method. Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-888-3042 for more information.","An inviting coffee from Peru, characterized by deep florals and balanced by notes of stone fruit and citrus zest.",5,-0.24281918533505778,-0.1334782496448454,-0.10971028288472488,-0.05585508239031898,-0.029285909558156364,-0.0034304216754958497,-0.14283360780863644,-0.001566008885098707,-0.07721706663459664,-0.04239214996041132
498,Bella Carmona Guatemala,JBC Coffee Roasters,Medium-Light,United States,Antigua Growing Region,Guatemala,4.67,93,June 2019,"Deeply rich, equally sweet and savory. Brown sugar, hop flowers, toasted coconut, chestnut, sumac in aroma and cup. Sweet-tart-savory structure with vibrant, juicy acidity; viscous, satiny mouthfeel. The resonant finish consolidates to coconut and chestnut with undertones of brown sugar.","Comprised of coffees from trees of the Caturra, Bourbon and Typica varieties of Arabica and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","Sweet and savory in equal measure, with a tart throughline: complex, nuanced, and multilayered.",14,-0.37251771053258725,-0.2016371720506306,-0.24908757517899874,-0.17623679605622553,-0.2977898690704153,0.7799688593178052,0.401797321966884,-0.4625358077746755,0.06616344798609475,-0.03666267420231456
499,Peru Natural Jose Herrera Lot 21,Kakalove Cafe,Medium-Light,Taiwan,Cajamarca,Peru,3.68,93,June 2019,"Richly fruit-toned, chocolaty. Dried raspberry, dark chocolate, sandalwood, almond, freesia-like flowers in aroma and cup. Sweetly tart in structure with round, gentle acidity; full, syrupy mouthfeel. Fruit- and chocolate-centered in the finish as well, with pretty freesia notes.",Produced by Graciano Cruz of the Typica and Caturra varieties of Arabica and processed by the dry or natural method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A heady coffee with clean, confident fruit notes throughout, supported by deep chocolate and spice-toned florals.",5,-0.40634570843164425,-0.28657628859095235,-0.12267040174268558,-0.06362020627037629,-0.02310640369327483,-0.0003022470305460783,-0.09289583105247669,0.1617181093329539,-0.03960537037500092,-0.0501800766564809
500,Burundi Dukorerikawa Natural,Flight Coffee Co.,Medium-Light,United States,Bururi Growing Region,Burundi,4.7,93,June 2019,"High-toned, fruity, deeply savory. Cocoa nib, plum sauce, brown sugar, sumac, freesia in aroma and cup. Round and deep, richly sweet-savory structure; full, chewy mouthfeel. The finish resolves with a simple yet compelling sweet and tart resonance.","Burundi is a small, landlocked country in the Great Lakes region of Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of local strains of the heirloom Bourbon variety of Arabica, Burundi coffees have developed an excellent and growing reputation. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Flight Coffee Co. is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",An attractively bright and fruit-centered coffee with unique and inviting savory elements.,5,-0.33696160545325204,-0.2255778398253392,-0.10057796088569099,-0.051912623636914935,-0.008594460693781307,-0.014055228788110214,-0.12735492934522294,0.08735559233903233,-0.03684710909012299,-0.049068491575215284
501,Guatemala Acatenango Washed Lot 503 Espresso,Kakalove Cafe,Medium,Taiwan,Acatenango Growing Region,Guatemala,2.83,93,June 2019,"Evaluated as espresso. Cocoa-toned, deeply sweet. Cocoa powder, date, cedar, apricot, blood orange zest in aroma and small cup. Big, creamy mouthfeel; the finish is redolent of cocoa and citrus zest. In cappucino-scaled milk, cocoa tones are amplified, as are notes of stone fruit and citrus.","Produced by Verónica Lantan Vela de Acajabon at Finca El General from trees of the Typica and Caturra varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Acatenango is the name of a coffee-growing municipality as well as a famous volcano overlooking the Antigua Valley of Guatemala. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A satisfying Guatemala espresso: balanced, with notes of stone fruit and cocoa. Especially attractive in the milk shot.",14,-0.49847991755329174,-0.31592098478991454,-0.3107486170737199,-0.21663149808267998,-0.4513036353789332,0.7616371300483201,0.5175184564310135,-0.07427282495856129,0.09697905649442769,0.15438472179953283
502,The Core Espresso,Highwire Coffee Roasters,Medium,United States,Ethiopia,Guatemala,5.07,94,June 2019,"Evaluated as espresso. High-toned, sweetly tart; Bing cherry, dark chocolate, tangerine zest, honeysuckle, a hint of fine pipe tobacco in aroma and small cup. Full, syrupy mouthfeel; earthy-sweet finish. In cappuccino-scaled milk, dark chocolate is amplified, as are deep florals, while tart fruit notes round.","This exceptional coffee was selected as the No. 28 coffee on Coffee Review’s list of the Top 30 Coffees of 2019. This coffee also tied for the highest rating in a tasting of “classic” espresso blends for Coffee Review’s June 2019 tasting report. A blend of coffees from Ethiopia, Guatemala, Papua New Guinea, and Sumatra, all conventionally wet-processed except for the Sumatra, which is washed and wet-hulled. Highwire Coffee Roasters is a small-batch coffee roaster located in Emeryville, California. Established in 2011, Highwire pursues the straightforward goal of sharing the coffees it loves with the community. Visit www.highwirecoffee.com or call 510-420-0473 for more information.","A masterful blend of coffees from four different coffee-producing countries that nets a vibrant, engaging shot and a rich, decadent cappuccino.",10,0.08967789554681457,-0.6399620354619899,-0.36450906527193977,-0.25463888501187043,-0.5014918574804729,0.717289599605742,0.6706838910920808,0.36127206133812617,0.20903489931641878,0.005667698283714598
503,Espresso Mandarina,Amavida Coffee Roasters,Medium,United States,Congo,Ethiopia,4.98,94,June 2019,"Evaluated as espresso. Spice-toned, fruit-forward. Dried raspberry, cinnamon, dark chocolate, almond butter, narcissus in aroma and small cup. Crisp, satiny texture; resonant, flavor-saturated finish. In three parts milk, balanced and chocolaty, with lingering spice notes.","This exceptional coffee was selected as the No. 21 coffee on Coffee Review’s list of the Top 30 Coffees of 2019. This coffee also tied for the highest rating in a tasting of “classic” espresso blends for Coffee Review’s June 2019 tasting report. A blend of coffees including a wet-processed Red Bourbon variety of Arabica from the Democratic Republic of the Congo and natural-processed Ethiopia. This coffee is certified organically grown and certified fair trade, the latter meaning it was purchased at no less than a minimum price determined by the certifying agency to be economically sustainable for the farmers. The company name Amavida combines the Spanish words for love and life, reflecting Amavida’s multifaceted commitment to fairness and fine coffee. For further information visit www.amavida.com or call 850-213-1965.","A juicy, balanced espresso blend, both in the straight shot—where berry notes predominate—and in milk—where chocolate frames the fruit and florals.",10,0.11246649956447242,-0.6596633067752814,-0.23115301812457478,-0.11316831174441686,-0.18706858535387633,0.0775272653063168,0.05003329240186635,0.6549769286071132,8.5042859956975e-05,-0.05851462063029473
504,SOB Espresso,Folly Coffee Roasters,Medium,United States,Colombia,Congo,5.57,94,June 2019,"Evaluated as espresso. Deeply chocolaty, richly floral. Chocolate fudge, lilac, peach, fresh-cut cedar, hazelnut butter in aroma and small cup. Crisp, satiny-smooth mouthfeel; the deep, long, resonant finish maintains all of the aroma and flavor notes from the cup. Also profoundly satisfying in three parts milk, with chocolate and florals in a slow dance and fruit returning to the surface in the long finish.","This coffee tied for the highest rating in a tasting of “classic” espresso blends for Coffee Review’s June 2019 tasting report. A single-origin blend of coffees from various Inza smallholder farmers in Colombia and comprised of the Castillo, Caturra and Colombia varieties of Arabica. Visit www.follycoffee.com for more information.","An unusually successful “melange” coffee in which the same blend of green beans is roasted both darker and lighter, then combined. This version hits all of the notes associated with a complete, classic espresso: rich, resounding, chocolaty, floral and fruit-toned.",10,0.15473107123729996,-0.6114398558106077,-0.21855351970185558,-0.1248266432102102,-0.19441894454142275,0.12446857502017698,0.12209594962009948,0.5162454306394784,0.011930631328606004,0.004192266249398787
505,Ethiopia Yirgacheffe Chelelektu Natural,Dragonfly Coffee Roasters,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.29,96,August 2019,"Deeply sweet, elegantly rich. Mulberry, sandalwood, tangerine zest, jasmine, baking spices in aroma and cup. Sweetly tart in structure with high-toned, juicy acidity; plush, syrupy mouthfeel. The seemingly infinite finish fulfills the promise of the cup, leading with deep berry and citrus zest, rounding to floral-toned spice.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Boulder, Colorado-based Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit dragonflycoffeeroasters.com or call 303-579-2154 for more information.","A complex, nuanced expression of a natural-processed Yirgacheffe coffee: fruit-forward, balanced, juicy and multi-layered — the fruit-centered genius of a natural conveyed with the completeness and inevitability of a classic.",0,1.0589741349673902,-1.5899031510234378,0.06370187401521964,1.2319834585834424,-0.2019042441923293,0.010962216371036324,0.28934007436020176,0.11743201268987573,-0.15936539778329062,0.12562535526494836
506,Kenya Kimaruri,Caffe Luxxe,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.76,94,August 2019,"Crisply sweet, richly savory, vibrant. Red currant, jasmine, maple syrup, sandalwood, cacao nib in aroma and cup. The structure is harmoniously sweet-tart-savory with juicy, lively acidity. Plush, syrupy mouthfeel. The richly drying finish centers around red currant and sandalwood with a hint of jasmine in the long.","Produced at the Kahinga Factory from trees of the SL28, SL34, Batian and Ruiru 11 varieties of Arabica. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.","A classic Kenya cup: sweet, tart, juicy all wrapped together with deep-toned red fruit and spicy floral notes.",3,0.2604727521156424,-0.6256905070709622,-0.2363405414561029,-0.1672492737477794,1.2359292155250146,-0.05745391067653091,0.44954621304257525,-0.10242904312175365,0.035361132709212366,0.1473151477429819
507,Zambia Kateshi Natural,Peach Coffee Roasters,Medium-Light,United States,Northern Province,Zambia,5.0,92,August 2019,"Crisp, cleanly fruit-centered. Dried raspberry, honeysuckle, grapefruit zest, cedar, cacao nib in aroma and cup. Sweet-toned with gentle acidity; velvety-smooth mouthfeel. Fruit-toned in the finish, supported by cacao nib and cedar.","Produced at Kateshi and Isanya Estates from trees of the Bourbon and Catimor varieties of Arabica and processed by the natural, or sun-dried-in-the-fruit, method. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A pretty, fruit-prominent natural-processed coffee expressing balance and finesse.",11,-0.768414561636286,0.24417738077742718,-0.044143919368583154,-0.026562781672334605,0.019202662733687856,-0.03816083532679397,-0.1389537176835423,0.04236169126354925,-0.02671237918788091,-0.01697372582723233
508,Kenya Handege,Greater Goods Coffee Roasters,Medium,United States,Thika Growing Region,Central Kenya,5.58,94,August 2019,"Very sweet, tart, musky and rich. Sugarcane, orange zest, ripe peach, gardenia, myrhh in aroma, with elegant tobacco and cocoa also emerging in the cup. Structure is deeply sweet-savory, with juicy acidity; gently drying, syrupy mouthfeel. The resonant finish is crisp and rich: cocoa, tobacco, florals and citrus zest carry into the long.","Produced by smallholding members of the Ritho Cooperative. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Founded in 2015, the Greater Goods mission is to enrich the lives of coffee-drinkers through passion, creativity, innovation and commitment to the consistency of the specialty coffee the company roasts, and through the local causes supported with its proceeds. Visit greatergoodsroasting.com or call 512-858-2680 for more information.","Rather than the typical Kenya black currant and cocoa profile, this equally remarkable Kenya is driven by the intensity of the musky/rich elements and the juicy stone fruit and citrus.",17,0.18787187036051484,-0.6387676751404813,-0.07095639210152314,-0.034787469573503774,0.14836630856932656,-0.014400582545423393,-0.11581549338247059,0.015553436957599738,0.008262591209827197,-0.16008444567918007
509,Kauai Estate Reserve Sun-Dried Typica,Kauai Coffee Company,Medium-Light,Hawai'i,Kalaheo,Kauai,21.16,90,August 2019,"Balanced, crisply sweet. Cocoa, peach, oak, almond, grapefruit zest in aroma and cup. Sweet-toned, brisk structure with a savory edge; soft, plush mouthfeel. Peach, nut and oak carry into a sweet-toned though roundly drying finish. ","Kauai Coffee, Hawaii’s largest coffee producer, operates a popular visitor center and tasting room on its farm on the south coast of the Hawaiian island of Kauai.  This coffee is a special, small-lot offering consisting entirely of the classic Hawaiian Typica variety, which is hand-picked, processed by the traditional ferment-and-wash method, and sun-dried. Visit www.kauaicoffee.com for more information.","Quiet, round, crisply balanced, with sweet stone fruit and cocoa supported by savory-leaning nut and oak.",13,-0.6798080767025707,2.1415889206253578,0.05623354034268608,0.02762787263928944,0.14676129163586515,-0.049014383849690105,-0.08688304099676392,0.011008220828981669,-0.03374485122707971,-0.10390111146796177
510,Ecuador Loja Clara Sidra Natural Taza Dorada #2,94 Fresh Coffee,Medium-Light,Taiwan,Loja Province,Southern Ecuador,9.87,93,August 2019,"Sweet, crisp, meadowy, fresh. Honeydew melon, fresh-cut fir, orange zest, clover blossom in aroma and cup. Crisp, balanced structure; satiny mouthfeel. The finish is citrusy, savory-sweet, resonant. ","Ecuador hosts the Taza Dorada (“Golden Cup”) green coffee competition annually. This is the second-place winner of the 2018 competition. Produced entirely from trees of the Sidra variety of Arabica, a hybrid of the old and respected varieties Red Bourbon and Typica. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. 94 Fresh Coffee is a specialty coffee roaster based in Kaohsiung City that specializes in espresso, including training and machine sales. Visit https://www.facebook.com/94freshcoffee/ for more information.",A sweetly bright yet roundly savory rendition of the rare Sidra varietal.,5,-0.0055957545610273735,0.10046732418946558,-0.06629592975868756,-0.005488260025776466,0.006062455349855908,0.002561058488630199,-0.18752698626598513,-0.09544279276886418,-0.09250902669041927,-0.13598567288328822
511,The Natural,Barrington Coffee Roasting,Medium-Light,United States,Africa,Asia,4.69,92,August 2019,"Very sweet, chocolaty and spicy. Ripe banana, moist pipe tobacco, tangerine zest, lilac, bakers chocolate in aroma and small cup. Light, silky mouthfeel. Tightens and turns rather dry in the finish, especially in the long. The coffee’s complex aromatics and deep sweetness carry seductively into three parts milk.","A blend of dried-in-the-fruit, natural-processed coffees from Africa and Asia. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","A compelling natural espresso — fully loaded with chocolaty, fruit-forward adventure.",18,-0.7925926509639003,0.2261485131001822,-0.11264348724566906,-0.06913736845711475,-0.08239159494952845,-0.0002004127778679222,-0.016011163271393927,0.3240030150607708,-0.014087279284179096,0.04016430793955774
512,Ethiopia Sidamo G4 Natural Espresso,Small Eyes Cafe,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,2.56,93,August 2019,"Deeply rich, sweet, complex. Cocoa nib, ripe persimmon, tangerine zest, gardenia and myrrh in aroma and small cup. Rich, lightly velvety mouthfeel; crisp, cocoa-toned finish. In three parts milk, aromatics carry through distinctly with balanced pungency and sweetness.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.","A thoroughly enjoyable fruit-forward espresso with considerable complexity, expressed by the roaster through the romantic notion written on the retail bag, “The road to love is very happy, Blowing the horn at 3pm.”",5,-0.448804297966492,-0.3484617993315661,-0.11978171358621224,0.061990630839045525,-0.05711873116330708,0.016128914263469157,-0.36643989670077337,0.17101225456757632,1.1424723328450153,0.2538007655973118
513,Green-Tip Geisha,Finca Las Nieves,Medium-Light,Mexico,Oaxaca State,Mexico,15.43,94,July 2019,"High-toned, delicate, complex. Apricot, narcissus, maple syrup, sandalwood, tangerine zest in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. Rich, resonant finish that consolidates to notes of apricot and sandalwood.","This coffee was both grown and roasted in Mexico. Produced entirely of the Geisha variety of Arabica. Processed in the whole fruit and fermented in a cold anaerobic environment. Certified by the Smithsonian Institution as “Bird Friendly,” meaning it is grown inside a forest-like canopy of multi-species trees. Located at an elevation of 4,000 feet, Finca Las Nieves is a 1,000-acre coffee farm located in Oaxaca State, Mexico that is completely off the grid — both solar- and hydro-powered. In addition to growing, harvesting, processing and roasting coffee, the farm also offers vacation bungalows for rent on the property. Visit www.fincalasnieves.com.mx or call +52-954-582-0170 for more information.","An impressive example of Mexico-grown Geisha: elegant, delicate, nuanced, and deeply engaging.",4,0.807842548235192,-0.004482453121947469,-0.08285377963558288,-0.04720358931570663,-0.07530671581758182,0.03230162591444646,-0.15876652059808724,-0.13691785049508726,-0.12452646822734093,-0.05272260792480963
514,Saint Helena Island Peaberry,Paradise Roasters,Medium-Light,United States,Sandy Bay Valley,Saint Helena Island,44.05,93,July 2019,"Delicate, richly sweet-tart. Almond nougat, lemon zest, tea rose, dried cherry, clove in aroma and cup. Sweetly tart in structure with crisp, wine-like acidity; satiny-smooth mouthfeel. The long finish centers around notes of dried cherry and clove.","Produced at Bamboo Estate entirely from trees of the Bourbon variety of Arabica and processed by the washed method. Saint Helena is a remote island between Brazil and Africa with a long tradition of coffee-growing, though current production is fewer than two metric tons per year. Paradise Roasters specializes in microlot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","An extremely rare, limited-production coffee procured by Miguel Meza of Paradise Roasters, well worth sampling for its balanced, pleasingly complex cup profile.",15,2.0887812522073013,2.2049376539040635,0.014849141839207719,-0.012609214787424617,0.028390843872060305,0.0028997914651462385,-0.0070844067820122186,0.02363666150137258,-0.04064634494416816,0.0693849215155354
515,Philippines Sitio Naguey Natural,Paradise Roasters,Medium-Light,United States,Belis,Atok,8.36,90,July 2019,"Delicately fruit-toned, crisply sweet. Dried strawberry, baker’s chocolate, hazelnut, freesia-like flowers, cedar in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. The gentle finish leads with notes of dried strawberry and flowers supported by baker’s chocolate throughout.","Produced by Kalsada Coffee from trees of the Bourbon and Typica varieties of Arabica and processed by the natural, or dried-in-the-fruit method. Paradise Roasters specializes in microlot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ",A rare opportunity to sample a fine specialty coffee emerging valiantly from a neglected coffee-growing region where 90 percent of coffee grown is of the Robusta species and almost all is consumed locally.,13,-1.464224860832247,1.3529975784577264,0.015563070708289179,-0.002776472348811124,0.11872286844871373,-0.07596327746672263,-0.11206679157502521,0.051876207834775284,-0.021943905109478204,-0.027866048001752193
516,Ethiopia Guji Queen Honey,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,13.23,93,July 2019,"Richly sweet, fruit-forward. Dried peach, baker’s chocolate, jasmine, cedar, molasses in aroma and cup. Sweetly tart structure with bright, juicy acidity; crisp, satiny mouthfeel. Long, lingering finish that centers around dried peach and chocolate notes, supported by cedar-like wood.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the honey method, which means that the outer skin is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Pro Aroma Enterprise Coffee Co., Ltd. is a Taiwan-based specialty coffee company. For more information, visit proaroma.weebly.com or email [email protected]","Deep, floral and cleanly fruit-toned, with prominent notes of dried stone fruit, spicy florals, and rich aromatic wood.",5,0.21371887346832474,0.3040892708253108,-0.03297870904165728,0.11739025105359188,0.017395259761577016,0.027784440751221554,-0.39198933873315717,0.028475435257563488,1.1492882149527974,0.15066035313612877
517,Ethiopia Civet Sidama Papilio Natural,Good Chance Biotechnology,Medium-Light,Taiwan,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,90.83,93,July 2019,"Richly sweet, fruit- and floral-toned. Blueberry, narcissus, agave syrup, sandalwood, dark chocolate in aroma and cup. Sweet in structure with gentle, round acidity; plushly syrupy mouthfeel. The resonant finish leads with notes of blueberry and narcissus in the short, rounding to aromatic wood-framed chocolate in the long.","The cup profile of this coffee owes its originality to a complex, overlapping set of influences. First, tree variety: It was produced from distinctive-tasting indigenous varieties grown only in southern Ethiopia. Second, processing method: It is a “natural” or dry-processed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is often sweeter and deeper-toned than profiles associated with the more typical wet or “washed” process in which the soft fruit residue is removed before drying. Finally, the beans were exposed to cultured strains of bacteria extracted from the excrement of the civet cat, making this a laboratory version of the famous kopi luwak, the coffee passed through the intestines of a civet cat or luwak. Good Chance Biotechnology., Ltd. is a Taiwan-based specialty coffee company. For more information, visit http://www.magiccat.pro/ or email [email protected]",A sweet-toned natural Ethiopia cup that supplements ripe berry notes and dark chocolate with inviting hints of rich sandalwood.,6,4.966188383331256,5.0692469610077,0.3079013931779762,0.24545766562036025,0.1966118230812076,0.03730050007351396,-0.12113439852442166,0.05137921294200453,1.299089134795961,0.31400406450147145
518,Banco Gotete Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Kochere Woreda,Gedeo Zone,4.82,93,July 2019,"Sweetly floral and richly resinous. Cedar, lemon zest, dried jasmine, cacao nib, loquat in aroma and cup. Delicate, sweetly brisk in structure; silky and lively in mouthfeel. Flavor consolidates around cedar and cocoa in a crisp, drying finish.","Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in their respective regions. Processed by the wet or washed method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Fragrant jasmine and pungent incense-like notes in distinguish this crisply graceful wet-processed Ethiopia.,5,-0.30438506194275794,-0.2417943366675947,0.07261480270208608,0.05194771322981517,0.07255875925789174,0.01785143368256795,-0.256685751727323,-0.053614385460135736,0.04453132050901338,-0.31712840567683775
519,Ethiopia Washed Guji Dimtu Espresso,Kakalove Cafe,Medium-Dark,Taiwan,Guji Zone,Oromia Region,3.19,93,July 2019,"Evaluated as espresso. Richly roast-toned; floral and chocolaty. Gently scorched cedar, baker’s chocolate, narcissus-like flowers, mango, spearmint in aroma and small cup. Satiny mouthfeel; chocolate and spicy roast notes carry in a dry but lasting finish. The crisp chocolate dominates in three parts milk, with continuing hints of flowers and mango-like fruit.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",A fine darker-roasted espresso; the aromatic roast notes are saturated with Ethiopia chocolate and flowers. Especially attractive in the milk shot.,12,-0.4451971650870966,-0.3882442565658983,1.1720731065352272,-0.45000581230869724,-0.12535831150700102,0.051156120013256666,0.34486505310246257,0.5007882595871375,0.03428154677397747,0.08459492955444986
520,Barichu Double,Barrington Coffee Roasting,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,11.76,94,July 2019,"Richly sweet, deeply savory, elegantly balanced. Dried apricot, maple syrup, narcissus, sandalwood, cacao nib in aroma and cup. Sweet-tart-savory in structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The finish leads with notes of dried apricot and cacao nib in the short, rounding to narcissus and sandalwood in the long.","Produced by the Barichu Cooperative from trees of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. This coffee is available exclusively as a part of the Barrington Coffee Curated Collection, which includes four ounces each of three distinguished coffees for $39.95. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","A mesmerizing Kenya that is equally balanced among sweet, tart and savory impulses, with a particularly lively acidity.",3,0.5810269386663621,-0.3207598691452447,-0.21844471585823502,-0.15504294478130082,1.2133799813536357,-0.04846111758922015,0.4785772898876481,-0.04175013379968682,0.030815273787021136,0.11489202478468637
521,GA 400 Espresso,Peach Coffee Roasters,Medium-Light,United States,Zambia,Colombia,4.56,93,July 2019,"Evaluated as espresso. Fruit-toned, chocolaty. Dried apricot, chocolate fudge, oak, honeysuckle, almond brittle in aroma and small cup. Velvety mouthfeel; fruit- and chocolate-toned finish. In three parts milk, chocolate and almond notes converge for a dessert-like experience, with a hint of dried apricot.","A blend of natural-processed Zambia (a rare and reviving origin) and washed-processed Colombia coffees. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A creative blend of washed and natural-processed coffees that complement each other with primary notes of both chocolate and fruit, both in the straight shot and in milk.",16,-0.36077494564331086,-0.22598070385655727,-0.28050039640842817,-0.20316643401743836,-0.4345959386689514,-0.6707609110758388,0.46989840928020693,0.15441686287351863,0.13109138168740403,0.08041229341731838
522,Papua New Guinea Timuza,Magnolia Coffee,Medium-Light,United States,Eastern Highlands,Papua New Guinea,4.41,92,July 2019,"Richly sweet-toned, floral. Magnolia, brown sugar, cedar, plum, hazelnut in aroma and cup. Sweet structure with round, gentle acidity; satiny-smooth mouthfeel. The resonant finish consolidates to notes of brown sugar and magnolia.","Certified organic. Produced by the Timuza Coffee Cooperative, which is comprised of small-holding farmers of the Kamano tribal group. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or call 704-651-7726 for more information.","A friendly, engaging PNG cup with leading notes of deep florals supported by sweet nut tones throughout the profile.",11,-0.8054647570498024,0.20878683342004864,-0.06770254387491738,-0.021899914120986238,0.07453741707861056,-0.006514994390596417,-0.18638746020385988,-0.09568075022186895,-0.08188374107828071,-0.1362139737602097
